CustomerId,cluster_id,logistic_regression_churn_risk_0_100,churn_proba_avg,segment_name
15809320,1,100,0.9964958895890558,at risk
15793049,1,100,0.9967201471244577,at risk
15610900,1,100,0.99699524991381,at risk
15661903,1,100,0.9964608095193137,at risk
15602731,1,100,0.9951977284092516,at risk
15586133,1,100,0.995581744295448,at risk
15666270,1,100,0.9965543108818862,at risk
15727197,1,100,0.9965811917955346,at risk
15722246,1,100,0.9966905508670464,at risk
15609704,1,100,0.9946784664802482,at risk
15812616,1,100,0.9962660262498823,at risk
15640409,1,100,0.9950706684752348,at risk
15577999,1,100,0.9965541622563102,at risk
15635396,1,100,0.9947593876570568,at risk
15678944,1,100,0.9953716063125652,at risk
15804709,1,100,0.9958448843754372,at risk
15582910,1,100,0.9966383130088841,at risk
15773868,1,100,0.9967744620848142,at risk
15691785,1,100,0.9967058165438191,at risk
15728224,1,100,0.9959001620478878,at risk
15756751,1,100,0.996367822928558,at risk
15584037,1,100,0.9969071861104402,at risk
15651264,1,100,0.9956946093427899,at risk
15718289,1,100,0.9964663038847709,at risk
15654733,1,100,0.9966299854924476,at risk
15806230,1,100,0.9960779648204947,at risk
15618255,1,100,0.9960248370082153,at risk
15750156,1,100,0.9964744294385998,at risk
15720305,1,100,0.9948113849049672,at risk
15698716,1,100,0.9969835903580995,at risk
15732266,1,100,0.9968699326166638,at risk
15743871,1,100,0.9965892750426084,at risk
15723717,1,100,0.9959271586662455,at risk
15659736,1,100,0.9969576525577,at risk
15603170,1,100,0.9944010945113338,at risk
15619972,1,100,0.9962769020981893,at risk
15756610,1,100,0.9968030110917225,at risk
15720071,1,100,0.9967129817622026,at risk
15783030,1,100,0.9951646197815706,at risk
15627665,1,100,0.9960285594596879,at risk
15601659,1,100,0.9965808642518542,at risk
15737071,1,100,0.9966637831344478,at risk
15792064,1,100,0.9967344813183784,at risk
15677052,1,100,0.9961417326827234,at risk
15653776,1,100,0.9963355968686799,at risk
15678034,1,100,0.9958981853890941,at risk
15697100,1,100,0.9959526683974266,at risk
15569079,1,100,0.9964895668481075,at risk
15640034,1,100,0.996112433156334,at risk
15684461,1,100,0.9940183703322876,at risk
15734762,1,100,0.9962280663792322,at risk
15676404,1,100,0.9966709110572447,at risk
15812262,1,100,0.9967150883716416,at risk
15669301,1,100,0.9958230259243659,at risk
15798470,1,100,0.9968657201868205,at risk
15676571,1,100,0.9966350130009611,at risk
15647008,1,100,0.9962073498082112,at risk
15608406,1,100,0.9911653054717036,at risk
15810829,1,100,0.9953498302564,at risk
15609623,1,100,0.9970490528033192,at risk
15569098,1,100,0.9963999004302186,at risk
15664001,1,100,0.9967872924701005,at risk
15654562,1,100,0.9962342152085829,at risk
15693376,1,100,0.9958693987666619,at risk
15635141,1,100,0.9964035569578772,at risk
15747168,1,100,0.9951276380792738,at risk
15796910,1,100,0.9968632226865317,at risk
15707674,1,100,0.9970395470892589,at risk
15565706,1,100,0.9947833532809991,at risk
15729201,1,100,0.9962964143970421,at risk
15574213,1,100,0.9968081821305348,at risk
15711314,1,100,0.9965103062699895,at risk
15627847,1,100,0.9959073025060913,at risk
15588090,1,100,0.9960066397890829,at risk
15735270,1,100,0.9959023266103131,at risk
15761294,1,100,0.9969432332025189,at risk
15673984,1,100,0.995651529571353,at risk
15690021,1,100,0.9954439649162233,at risk
15740527,1,100,0.996037082642839,at risk
15800287,1,100,0.9968818955882505,at risk
15778149,1,100,0.9968101194089196,at risk
15791867,1,100,0.9965903715311527,at risk
15675380,1,100,0.9956581290374795,at risk
15775294,1,100,0.9940147250010454,at risk
15719991,1,100,0.9967421300889964,at risk
15720687,1,100,0.9963276049082892,at risk
15720774,1,100,0.9959617455321194,at risk
15579566,1,100,0.9965473807494781,at risk
15654577,1,100,0.9969259866483284,at risk
15623107,1,100,0.9951851199364681,at risk
15592000,1,100,0.9958063529656704,at risk
15675854,1,100,0.9959759660826503,at risk
15714391,1,100,0.9959050822710291,at risk
15596455,1,100,0.9958617137433817,at risk
15812241,1,100,0.9968194792405268,at risk
15572547,1,100,0.9960766932602595,at risk
15720637,1,100,0.9957050045417094,at risk
15616859,1,100,0.9955661178782593,at risk
15740345,1,100,0.9957749854124708,at risk
15686463,1,100,0.9964543430102784,at risk
15648967,1,100,0.9970417965949762,at risk
15779522,1,100,0.9931003998666945,at risk
15704788,1,100,0.9941381790924716,at risk
15778975,1,100,0.9967927881616433,at risk
15692443,1,100,0.9941415335286097,at risk
15593795,1,100,0.9967079740004648,at risk
15774192,1,100,0.9954938864428474,at risk
15758901,1,100,0.996127605175658,at risk
15632118,1,100,0.9965926372117133,at risk
15751748,1,100,0.996829105666193,at risk
15673372,1,100,0.9967191461162264,at risk
15715673,1,100,0.9958291409404095,at risk
15733261,1,100,0.9952807146403639,at risk
15668248,1,100,0.9969161815201114,at risk
15694376,1,100,0.9963018873119793,at risk
15711028,1,100,0.9948185972641147,at risk
15658475,1,100,0.993652474521569,at risk
15782360,1,100,0.996674788397366,at risk
15677105,1,100,0.9965243139380252,at risk
15734524,1,100,0.9966648050692105,at risk
15649292,1,100,0.9959976038316837,at risk
15710543,1,100,0.9962814410965158,at risk
15687153,1,100,0.9954468222337726,at risk
15583353,1,100,0.9965667200540304,at risk
15696373,1,100,0.9954860366568848,at risk
15672594,1,100,0.9968734235891205,at risk
15751392,1,100,0.9960518727996354,at risk
15596870,1,100,0.9970343268752755,at risk
15751491,1,100,0.9965180141596702,at risk
15607314,1,100,0.996857097420262,at risk
15737832,1,100,0.9942608352576979,at risk
15680706,1,100,0.9963486633020354,at risk
15748597,1,100,0.9952423035990212,at risk
15618774,1,100,0.996780896247535,at risk
15583580,1,100,0.9965813304249603,at risk
15788556,1,100,0.9958717383673328,at risk
15653937,1,100,0.9968272887298797,at risk
15644361,1,100,0.9961337398765909,at risk
15605020,1,100,0.9965698338111156,at risk
15582849,1,100,0.995621161701597,at risk
15655410,1,100,0.9966760719175077,at risk
15763256,1,100,0.9968900033698422,at risk
15595592,1,100,0.9967511498596502,at risk
15778005,1,100,0.9966550383308538,at risk
15711843,1,100,0.9966862654159933,at risk
15804131,1,100,0.9963129009841619,at risk
15811588,1,100,0.9969509218895803,at risk
15656683,1,100,0.9965441443327056,at risk
15702912,1,100,0.9958448521616069,at risk
15649150,1,100,0.9970261653593142,at risk
15668270,1,100,0.9953561495955605,at risk
15624820,1,100,0.996038561938192,at risk
15573888,1,100,0.9964858526386431,at risk
15777045,1,100,0.9958219951749733,at risk
15569274,1,100,0.9967041652460057,at risk
15739592,1,100,0.9962251087749228,at risk
15696852,1,100,0.9915376529082635,at risk
15575935,1,100,0.9964425110068243,at risk
